Size_m2,Bedrooms,Bathrooms,Distance_km,Age_years,HasGarage,NearbySchools,Floor,Price_USD
212.16,6,4,31.26,51.8,1,1,5,362170.88
243.59,2,2,11.62,42.6,1,1,12,331638.22
350.26,4,4,16.22,40.6,1,1,10,462283.66
392.87,3,3,29.63,40.4,0,3,3,440142.85
180.81,4,4,38.75,3.8,0,2,5,217575.5
336.18,3,2,18.33,18.3,1,2,2,404101.03
312.88,2,1,33.21,17.0,0,4,3,304312.35
242.21,6,4,39.01,118.6,1,3,7,327721.29
383.74,6,4,34.96,2.7,1,5,14,466256.0
104.18,1,1,9.24,20.0,1,5,8,161867.33
70.43,6,4,0.52,116.9,1,3,5,208850.81
345.97,5,4,19.78,75.4,1,2,14,433503.45
192.49,2,1,21.35,54.1,0,5,3,198365.7
343.38,1,1,8.21,9.5,0,5,4,399263.28
360.44,6,4,11.53,80.4,1,2,3,465510.97
53.11,2,2,30.65,16.5,1,1,3,111602.39
356.88,4,3,18.92,80.5,1,0,9,427463.11
195.88,6,4,12.83,117.5,1,4,4,332723.39
218.86,7,4,24.98,63.8,0,2,6,387204.07
261.84,3,2,26.18,25.7,1,2,3,281622.19
372.76,2,2,30.82,75.0,0,1,8,380977.31
37.07,1,1,6.44,61.6,1,2,12,111378.49
206.43,4,4,29.71,64.0,1,3,11,315610.32
284.46,5,4,24.06,57.4,1,1,4,452747.9
297.4,4,3,2.49,80.8,0,2,13,403012.57
286.24,6,4,31.14,68.6,0,4,8,372167.86
79.74,3,3,15.45,118.4,1,2,2,162859.75
140.78,4,3,13.35,99.1,0,3,9,238426.43
162.72,5,4,18.03,31.8,0,3,2,275918.66
327.64,7,4,13.98,87.1,1,4,3,477693.54
133.14,1,1,13.66,25.7,1,1,3,230226.48
107.96,2,2,32.36,93.9,1,2,5,182268.45
384.26,3,3,5.16,17.7,1,1,3,524031.15
33.28,5,4,38.83,56.8,0,3,14,131766.51
399.19,6,4,22.29,94.9,1,3,12,519123.28
280.42,6,4,7.48,33.6,1,1,8,434804.41
336.53,6,4,5.42,100.5,1,0,14,477478.5
139.01,3,2,23.74,77.3,1,2,10,200347.35
35.3,4,4,25.39,47.7,1,1,7,132941.09
303.01,3,3,2.31,50.8,0,1,11,344023.27
338.63,6,4,9.87,111.1,1,1,13,456900.14
303.98,7,4,31.86,26.1,1,1,1,406571.92
82.85,5,4,2.18,83.2,1,2,6,238451.33
308.77,2,1,34.23,84.9,0,1,2,245316.5
314.5,2,2,26.39,110.7,1,2,13,304714.41
273.66,3,2,17.49,85.6,1,5,13,372528.93
313.46,6,4,13.99,70.1,1,4,8,455172.87
342.99,1,1,0.97,108.3,1,1,10,372666.58
257.03,7,4,33.04,99.5,1,0,13,388755.3
62.78,3,2,5.88,86.0,0,5,8,184757.54
210.42,6,4,12.52,3.9,0,3,7,375900.46
58.73,4,3,22.85,44.8,1,4,8,218618.45
180.79,2,2,9.99,75.8,1,0,1,226753.9
180.63,2,2,19.99,62.7,0,3,8,213210.59
54.42,7,4,32.41,38.3,1,2,1,183611.04
159.06,2,1,18.93,17.3,1,3,3,245525.42
71.07,1,1,37.97,66.4,1,5,4,125402.35
329.05,6,4,33.93,34.3,0,1,3,409436.16
380.64,6,4,13.45,28.0,0,1,12,473772.5
56.76,7,4,16.12,47.9,1,3,2,246949.52
383.39,6,4,17.05,94.3,1,1,13,493261.96
223.35,7,4,25.12,58.5,0,1,11,326131.34
140.84,6,4,11.61,26.0,1,3,13,290604.76
58.44,1,1,38.78,14.0,0,1,11,54937.64
215.23,5,4,24.43,59.9,1,3,3,351361.57
323.97,3,2,16.1,95.3,0,1,9,347039.59
291.62,3,3,25.87,78.3,0,2,12,260143.79
48.58,6,4,15.94,27.9,1,0,2,206370.6
56.97,4,3,32.75,52.4,1,1,5,140349.81
179.06,2,2,22.8,102.6,1,2,3,245783.26
139.26,1,1,1.87,21.3,1,3,13,200759.62
115.98,4,3,7.23,63.8,0,1,9,185267.13
133.97,4,3,34.63,42.7,1,1,7,210961.8
327.29,6,4,22.6,14.9,0,3,10,445435.99
373.81,1,1,38.02,6.0,1,4,12,388393.67
179.89,3,3,3.08,66.7,0,1,12,238969.65
365.26,2,1,11.95,2.5,1,6,3,425578.15
148.95,3,2,7.9,12.4,0,1,2,228820.76
206.28,4,4,22.24,41.7,1,3,12,277702.35
113.63,2,2,15.44,5.2,1,2,2,230122.45
266.98,5,4,6.46,48.1,1,1,5,387264.06
392.22,4,4,25.78,15.6,1,0,9,513418.5
253.29,3,3,21.54,42.0,1,1,2,385994.21
162.39,3,3,11.13,94.9,1,1,2,262740.8
269.69,6,4,19.29,75.2,0,1,8,325936.41
75.48,3,2,29.88,53.4,1,2,12,120195.13
358.8,1,1,8.37,11.0,0,6,14,388767.57
216.14,4,3,11.86,74.3,1,2,3,302645.56
196.26,7,4,13.98,19.6,1,3,3,407371.13
246.77,7,4,29.92,9.2,0,2,6,357993.01
261.17,2,1,33.91,79.7,0,5,6,284382.48
56.56,3,2,15.18,109.4,1,0,6,126924.22
282.57,6,4,12.01,55.3,0,1,5,397884.69
119.51,6,4,35.6,4.9,1,3,4,286456.93
294.16,3,2,39.97,105.6,0,3,12,230550.1
334.34,1,1,26.88,8.0,1,1,9,353238.38
327.46,6,4,39.6,104.1,1,0,11,447915.74
234.43,7,4,26.47,47.0,1,1,4,354033.64
222.46,2,1,29.39,43.8,1,4,14,280093.8
82.86,4,4,15.67,65.1,1,2,13,197810.75
316.88,5,4,17.43,114.9,1,2,1,409865.24
130.42,1,1,5.94,107.8,0,1,8,133409.49
213.78,6,4,32.95,56.4,1,2,11,376739.06
135.18,4,4,37.26,83.5,1,1,8,234021.29
79.52,5,4,25.01,69.7,1,1,11,173755.49
262.94,3,3,13.88,83.2,0,1,3,323202.74
50.1,3,2,6.33,99.5,0,1,9,110546.43
307.0,2,1,10.75,4.1,1,1,7,386904.24
147.51,5,4,10.37,39.1,1,3,13,288111.23
30.05,3,2,24.62,115.1,1,2,7,128957.5
219.12,3,2,37.81,113.9,0,1,5,239162.76
47.34,7,4,2.12,1.3,0,5,12,234292.1
132.18,6,4,0.24,24.2,1,3,12,284099.22
291.58,2,1,24.09,119.3,0,2,3,304999.5
53.2,4,4,11.51,59.1,1,1,14,228145.99
340.56,3,2,35.25,68.7,1,0,10,422497.55
31.41,7,4,13.22,20.0,0,2,12,160547.58
121.32,1,1,11.73,107.3,0,0,5,82589.69
304.13,1,1,10.93,27.8,0,1,3,322546.91
147.02,4,4,5.97,22.8,1,3,13,275153.41
67.7,5,4,23.34,27.4,1,3,3,192930.87
163.29,2,2,6.89,110.4,0,0,1,247693.55
130.05,7,4,17.1,84.3,0,1,4,340231.67
341.8,6,4,18.55,92.2,1,2,14,416850.93
145.94,7,4,1.02,45.2,1,4,9,310143.06
321.91,1,1,0.87,109.1,0,4,12,293436.13
359.99,1,1,20.9,94.7,0,3,6,326978.24
190.51,4,4,27.9,90.1,0,0,6,287534.37
366.68,5,4,37.7,116.5,0,0,6,429376.1
169.61,5,4,7.33,43.9,1,1,13,326345.94
386.71,4,3,4.31,73.3,0,0,5,483225.78
63.04,7,4,2.27,109.2,0,1,2,217872.88
284.2,1,1,17.55,94.9,1,1,5,276503.85
212.71,7,4,25.0,67.6,0,3,11,351021.7
173.43,7,4,33.65,9.1,0,0,10,295785.73
264.1,2,2,27.37,78.3,1,2,3,303949.63
290.43,1,1,8.49,63.2,0,2,10,274219.71
31.61,5,4,18.58,22.1,0,2,11,178314.33
91.77,6,4,36.43,105.9,1,1,2,231453.39
293.83,7,4,13.2,41.2,0,1,12,441734.91
276.56,1,1,20.05,46.5,1,1,14,272943.64
387.44,7,4,38.35,80.7,0,1,4,509071.4
311.58,2,1,29.44,58.7,1,2,10,347228.16
381.79,3,2,29.96,10.7,0,3,9,441524.45
289.94,1,1,10.24,46.5,1,3,7,306291.82
140.28,4,4,16.7,11.3,1,0,10,265293.64
68.99,3,2,3.48,22.9,1,3,9,203986.56
319.27,7,4,24.34,0.9,1,3,14,487945.98
268.34,4,3,4.33,21.8,1,8,3,398930.06
47.83,4,3,33.47,39.7,1,2,2,169213.88
163.22,4,4,32.62,64.6,0,2,9,216483.21
384.02,1,1,21.44,110.3,0,0,6,374278.76
215.15,5,4,5.82,64.8,0,3,10,349520.1
190.11,7,4,1.22,84.7,0,0,4,338824.86
199.35,3,2,31.91,42.9,0,3,4,242836.12
107.29,2,2,24.09,90.2,1,2,10,170337.29
166.42,5,4,28.49,74.5,0,4,10,264075.67
166.83,7,4,12.29,55.2,0,2,13,300523.31
49.37,1,1,20.48,23.3,1,1,6,116347.69
314.0,4,4,29.94,36.4,0,4,7,432807.89
184.11,2,1,18.61,74.5,1,3,12,233883.13
334.21,7,4,24.14,51.1,0,1,11,434191.48
344.63,3,2,31.63,106.7,0,0,10,329725.8
108.44,7,4,8.77,28.2,0,2,5,247365.19
273.22,5,4,2.82,8.8,1,3,14,471154.03
204.74,6,4,21.37,70.7,1,1,8,379300.09
355.66,5,4,2.67,106.3,0,3,10,473863.45
109.82,7,4,30.71,43.8,1,3,12,300746.73
280.79,2,2,28.82,77.7,1,3,1,312083.5
254.87,7,4,35.29,27.8,0,0,14,392084.35
139.26,7,4,25.65,67.0,0,2,1,299835.38
80.54,1,1,2.87,94.4,1,3,4,130135.32
271.11,3,3,10.28,104.0,1,1,8,314985.37
303.28,2,1,32.36,12.6,1,0,11,295082.95
146.78,7,4,6.85,42.8,1,0,8,325013.12
268.59,4,3,28.0,76.8,1,3,6,343438.03
176.2,3,3,31.25,4.2,0,1,5,245650.39
293.89,5,4,13.34,82.9,0,1,10,376413.25
103.71,2,1,13.03,63.4,0,2,10,107749.14
359.38,5,4,22.4,34.6,1,2,2,521608.09
136.34,7,4,34.48,97.8,0,0,13,218299.43
166.08,5,4,9.11,34.8,0,6,5,280126.58
51.49,5,4,37.66,119.0,0,1,12,133999.51
71.26,1,1,24.04,98.0,1,1,5,103297.73
220.87,5,4,39.69,85.0,0,1,2,259091.9
129.01,4,4,3.77,7.4,1,1,8,286671.83
339.13,4,3,5.24,108.5,0,1,14,413818.7
35.44,3,3,33.1,94.8,1,1,10,166878.82
170.26,7,4,34.62,27.5,0,2,5,306863.89
154.82,6,4,17.93,47.1,0,2,5,277499.83
37.15,5,4,28.62,32.2,1,1,12,147663.32
76.02,5,4,34.73,118.1,1,1,1,156649.92
183.05,2,1,1.92,102.5,1,1,13,224828.64
212.36,1,1,23.04,111.6,1,2,1,197629.53
179.59,6,4,34.17,94.7,1,2,11,322602.04
226.45,3,3,16.05,54.8,0,4,1,284699.14
250.2,6,4,12.23,24.7,1,2,8,430454.93
33.67,5,4,31.87,25.0,1,4,13,182241.1
201.72,2,2,13.56,18.2,1,3,10,281818.55
386.49,7,4,0.33,65.6,1,3,2,522319.1
222.04,1,1,38.39,110.4,0,5,8,225043.16
280.69,7,4,23.77,119.0,0,1,13,394986.9
145.39,3,2,32.82,34.5,0,1,12,138133.26
316.38,6,4,33.05,83.7,1,0,6,458981.26
315.98,3,3,2.84,71.7,1,1,13,417578.86
222.88,5,4,7.0,58.7,1,3,5,341761.8
391.13,3,2,12.58,79.9,1,1,6,470306.53
76.45,7,4,12.96,44.6,1,3,4,246018.7
36.27,2,1,26.42,113.3,0,3,12,39325.08
314.96,3,2,25.0,84.7,1,1,11,372226.23
328.65,4,4,19.88,90.5,1,1,3,446624.18
74.48,2,1,8.61,29.1,0,2,11,156949.03
128.27,6,4,15.4,20.2,0,1,4,304510.86
36.49,1,1,21.84,47.3,1,1,9,38305.85
138.52,1,1,18.83,92.0,0,4,13,102577.8
316.06,5,4,5.27,112.7,0,2,8,397405.52
221.65,5,4,26.05,51.3,1,0,11,312130.09
158.8,4,3,3.11,92.9,1,2,8,329495.49
167.54,6,4,15.25,56.4,1,2,1,324823.26
30.5,7,4,28.46,35.4,0,4,5,176457.67
140.93,1,1,1.0,88.7,1,2,6,172411.54
269.19,1,1,22.89,95.8,0,1,14,257366.75
390.45,1,1,13.51,24.3,0,4,14,341676.3
343.41,7,4,0.55,36.6,1,1,9,526308.75
38.73,1,1,7.78,59.4,1,0,14,118449.52
362.47,3,3,37.65,22.4,1,0,10,376095.71
319.78,6,4,20.94,111.5,1,1,10,449828.14
318.74,2,2,39.89,71.0,0,3,6,337432.52
199.46,2,2,21.09,14.5,1,4,13,281001.36
177.26,4,3,21.85,22.1,1,1,1,296313.35
142.08,3,3,15.8,114.5,1,2,1,198959.18
54.31,1,1,12.54,88.6,1,2,14,90461.86
114.45,1,1,10.21,88.1,1,1,12,170330.68
121.24,5,4,13.87,8.7,1,5,7,235994.47
209.11,5,4,18.5,107.4,0,1,3,302838.99
306.55,4,3,7.84,53.2,1,2,7,422004.77
205.31,1,1,9.15,79.2,1,4,5,237694.24
51.4,4,4,11.01,115.2,0,2,1,160524.63
384.38,3,3,18.08,12.0,1,1,11,460352.76
378.81,2,2,26.18,57.9,1,2,14,407638.71
320.52,1,1,34.27,6.0,1,3,8,331681.17
396.79,6,4,11.63,59.9,1,0,13,551226.82
231.46,7,4,7.51,30.3,0,1,9,368772.15
386.22,3,3,15.28,109.3,1,3,6,430930.96
57.97,1,1,35.8,47.8,0,5,2,44651.34
165.3,7,4,0.59,76.1,1,1,9,294775.2
113.39,6,4,27.18,103.2,1,1,2,210236.06
102.46,5,4,19.19,118.0,0,1,6,187068.65
82.1,4,3,6.61,60.5,1,3,10,200291.99
260.29,5,4,12.98,54.7,0,2,4,356645.5
319.09,2,1,9.15,9.1,1,1,14,345652.43
243.97,5,4,35.14,1.5,1,3,6,355703.51
84.38,1,1,19.38,73.1,0,0,4,109634.95
330.12,6,4,22.61,7.9,1,2,11,492332.72
265.3,5,4,23.83,45.6,0,1,13,397073.38
173.62,1,1,25.66,0.4,1,1,3,213243.6
279.43,2,2,19.92,73.8,0,3,12,335540.65
126.16,7,4,0.91,51.0,1,5,11,316286.87
157.72,6,4,13.52,15.2,0,3,8,329916.73
369.47,5,4,7.52,35.6,0,0,13,477073.39
137.49,4,3,27.27,68.4,1,1,5,233478.89
203.9,4,4,2.46,78.8,1,3,1,280061.38
359.35,6,4,22.64,55.5,0,2,8,456757.63
291.86,4,4,8.58,96.5,1,2,3,378731.46
53.02,5,4,37.96,13.5,0,6,4,166258.46
84.5,5,4,13.55,10.1,0,2,9,241079.84
32.9,6,4,13.14,5.3,0,1,3,189785.77
263.44,5,4,36.95,64.3,1,2,14,391276.97
195.64,7,4,16.81,84.7,1,1,5,361894.26
79.68,1,1,38.52,15.7,1,3,12,90673.39
384.44,2,1,1.16,76.7,1,3,8,476747.21
225.97,7,4,12.39,57.2,1,1,6,379588.21
119.5,7,4,26.71,118.5,0,1,3,265380.2
215.22,4,3,35.66,86.1,1,3,8,338423.03
281.46,1,1,10.4,78.9,0,3,13,249508.03
58.21,6,4,37.23,68.5,0,1,5,166918.43
131.64,4,4,23.85,119.7,0,5,6,235469.19
328.58,1,1,32.08,117.7,1,2,11,317692.86
200.08,5,4,16.01,64.6,1,2,3,398757.23
232.23,6,4,8.64,54.6,1,2,8,386827.47
190.14,6,4,36.47,55.5,1,3,4,339684.62
46.24,4,4,37.34,51.4,0,2,9,178569.69
91.33,5,4,20.0,63.8,0,3,5,170537.38
194.85,4,3,0.46,32.8,1,0,1,300321.55
107.4,3,3,4.57,111.2,1,0,9,170570.24
48.49,1,1,23.01,58.8,1,3,8,103017.02
342.15,3,3,1.15,101.0,0,4,5,444153.29
393.04,1,1,16.0,57.0,0,3,3,364833.67
323.46,2,2,12.27,86.2,1,4,13,338856.45
345.9,7,4,28.63,40.4,1,0,14,481809.01
119.53,6,4,2.41,75.0,0,2,9,286555.53
385.43,4,3,19.65,59.8,1,2,12,447285.41
102.86,2,2,23.25,44.1,0,2,13,115544.58
382.03,2,2,24.77,105.8,1,2,7,450651.0
398.08,6,4,16.33,13.5,1,3,12,530734.22
293.34,6,4,12.31,58.4,1,2,11,446860.04
393.02,1,1,27.36,23.3,0,2,8,417648.33
240.73,3,2,33.93,103.3,1,1,3,301393.02
126.03,5,4,27.81,30.4,1,3,6,262454.67
191.69,1,1,37.3,76.0,1,0,12,172617.05
249.62,5,4,28.75,19.9,1,4,4,366655.46
57.04,2,1,30.63,48.6,0,0,13,83162.66
260.27,5,4,6.88,107.9,0,2,3,390178.0
393.04,3,3,16.9,19.9,1,1,4,458203.89
100.34,1,1,19.51,79.6,0,2,2,97725.72
323.26,6,4,10.4,24.5,1,5,5,490883.17
365.92,3,3,21.24,49.9,1,2,8,417676.15
379.17,7,4,11.77,64.9,0,1,5,510034.05
385.25,3,3,27.56,69.3,1,0,2,420709.47
222.94,7,4,18.92,72.3,1,3,7,384882.19
391.6,1,1,18.46,76.8,1,1,8,392239.93
310.2,6,4,39.35,32.6,0,0,11,401856.28
89.82,3,3,15.82,48.2,1,2,12,206795.02
206.45,7,4,14.62,4.5,1,1,4,373416.53
295.78,6,4,12.88,92.3,0,0,3,409117.51
121.52,4,4,35.81,100.5,0,1,8,172762.8
267.03,4,4,19.97,23.9,0,0,10,333430.17
276.64,4,3,24.08,24.2,1,3,2,350689.42
90.2,5,4,7.4,5.0,1,3,7,248290.95
239.08,3,2,21.73,116.4,1,1,10,297904.33
315.5,1,1,11.13,96.9,0,1,8,316751.91
214.59,1,1,29.28,43.3,0,5,5,266674.4
34.48,5,4,33.33,57.8,0,4,7,157837.55
33.34,1,1,28.65,35.0,1,2,12,62906.04
162.1,7,4,29.26,71.7,1,1,9,365756.92
372.69,4,4,20.6,86.1,1,2,13,441110.77
114.61,3,3,28.54,53.7,1,2,8,204940.69
264.71,1,1,17.02,104.8,1,4,5,317452.3
112.17,1,1,26.13,62.0,0,3,4,137916.5
149.02,2,2,10.51,17.3,1,1,3,173323.44
343.78,2,1,2.98,74.7,1,2,6,404982.79
299.68,2,2,16.66,55.5,0,2,4,314696.19
65.3,3,2,18.58,112.3,1,0,11,112783.86
188.62,4,3,10.41,47.0,0,4,4,239352.2
40.79,6,4,29.16,48.3,0,3,13,169766.85
207.93,4,3,3.13,78.1,1,3,7,307799.2
275.1,4,4,9.07,63.2,0,5,14,376925.07
73.85,3,2,29.99,44.9,1,1,10,125478.18
136.89,7,4,17.6,118.8,1,2,13,374844.68
177.2,7,4,28.27,36.3,1,2,5,324071.85
370.23,3,3,22.79,33.3,1,2,1,474320.9
397.5,2,1,38.04,103.7,1,2,13,428654.69
46.62,1,1,23.99,0.4,1,2,5,124261.07
311.57,5,4,0.79,24.2,1,2,13,426361.99
167.54,5,4,14.24,70.9,1,0,6,341233.47
175.21,6,4,5.89,19.5,0,1,1,318713.34
309.08,1,1,37.0,118.3,0,1,3,288663.12
369.82,6,4,4.34,55.7,0,2,6,483719.18
381.84,2,2,15.63,71.7,1,0,14,415708.46
243.54,6,4,9.2,19.2,0,0,7,367860.42
162.13,1,1,33.9,34.7,0,1,7,122868.98
321.39,1,1,12.48,73.8,1,1,7,347994.96
122.87,5,4,39.68,65.9,1,3,9,260591.18
238.71,7,4,1.74,94.1,0,1,2,358904.27
162.67,2,1,5.31,32.3,0,0,3,196555.01
272.95,3,2,9.14,78.4,0,2,7,276265.43
118.95,6,4,32.48,34.9,0,2,6,265227.37
100.89,5,4,35.16,70.4,0,2,14,231774.9
369.75,6,4,3.04,72.6,1,1,1,512262.74
67.67,6,4,1.49,14.6,1,0,10,245494.71
217.2,3,2,29.83,65.8,0,1,7,258046.89
111.72,2,2,5.51,1.4,1,3,2,223394.97
44.4,1,1,5.49,60.1,1,1,4,104524.83
43.33,4,4,1.09,83.7,1,1,7,201166.09
94.83,6,4,2.18,8.7,0,2,4,263179.83
350.71,4,3,10.69,112.6,1,1,6,450891.7
134.52,2,2,2.79,55.1,0,0,14,187016.48
381.67,4,3,14.88,112.6,1,0,13,468221.33
245.2,6,4,33.34,12.9,1,0,11,354000.8
191.55,3,3,13.19,114.0,0,3,9,200073.0
244.63,4,4,29.17,13.1,1,1,5,349887.26
221.18,2,2,3.94,55.4,1,4,3,344629.95
310.75,2,1,26.44,112.6,1,2,6,347914.34
134.52,7,4,12.81,27.9,1,2,4,328248.72
160.63,7,4,30.04,4.2,1,2,9,296937.05
360.81,3,3,5.62,95.2,1,1,2,446206.52
380.19,4,3,35.94,71.5,0,2,10,395461.09
360.25,4,3,9.85,61.7,1,1,5,451385.76
185.2,7,4,14.25,4.1,1,2,13,348657.77
318.74,1,1,38.02,78.4,1,1,9,328381.39
206.24,5,4,23.22,20.6,1,2,10,336315.14
214.09,2,2,14.76,111.7,1,2,7,286066.69
105.73,1,1,37.99,82.3,0,2,5,126805.07
248.72,2,2,13.3,84.8,0,1,8,304200.28
98.87,1,1,3.98,27.9,1,0,2,228447.64
152.68,7,4,39.87,105.7,0,2,4,245273.53
346.36,7,4,10.86,64.5,1,1,13,480476.28
106.62,5,4,34.08,102.9,0,4,6,192867.16
56.33,1,1,6.79,32.5,1,4,7,72611.21
55.53,2,2,29.31,90.7,1,2,11,116762.0
378.09,4,3,21.07,68.9,1,2,8,456864.14
217.56,2,1,39.24,5.8,1,2,13,282345.54
181.48,6,4,22.2,48.6,0,4,4,329900.59
330.03,7,4,1.2,22.1,1,5,9,517018.36
339.26,3,2,24.23,43.1,1,2,7,406475.19
152.91,3,2,5.98,46.0,0,2,2,205967.82
286.64,7,4,31.98,57.0,1,1,14,424815.13
315.32,6,4,34.29,72.0,0,2,9,416416.7
272.22,3,2,19.39,68.5,1,0,7,330266.48
86.09,7,4,31.37,4.7,1,1,5,251520.87
354.08,3,3,5.98,90.1,1,1,3,433080.75
229.46,7,4,19.78,113.9,1,3,9,379614.51
134.51,5,4,15.88,41.8,1,0,7,289605.25
187.33,4,4,24.53,21.6,0,3,3,218049.32
43.9,4,4,1.97,64.8,0,1,5,162182.62
77.31,2,2,30.13,84.6,0,2,3,115587.15
313.25,6,4,3.35,81.5,0,2,3,452062.71
30.0,7,4,26.33,73.5,0,1,12,160323.48
184.13,1,1,0.93,17.5,1,4,7,192824.0
223.33,2,1,33.31,100.4,0,2,9,176175.78
50.21,2,2,7.15,51.1,1,2,5,81500.39
390.04,7,4,20.72,26.6,0,4,12,540402.87
113.67,7,4,10.61,10.4,0,0,11,225652.31
142.55,2,1,28.96,50.0,1,4,4,227814.27
142.46,2,2,12.99,74.2,1,3,4,202401.66
115.25,4,4,29.04,79.8,0,2,3,194048.39
30.55,1,1,11.54,115.5,1,2,13,111857.47
299.86,2,1,30.15,18.4,1,2,8,343258.49
387.73,4,3,1.42,118.3,1,0,10,432886.08
112.99,2,1,11.48,78.6,1,2,12,169166.31
275.33,3,2,20.05,54.5,1,1,1,365050.45
304.5,2,2,1.99,106.6,1,2,3,346534.05
343.92,7,4,7.6,83.3,1,1,2,537816.12
186.37,6,4,37.39,41.8,0,2,12,259512.8
142.08,6,4,39.08,106.1,1,0,11,202879.26
150.36,2,1,29.64,80.0,1,2,11,229477.13
293.67,5,4,10.24,83.9,1,3,12,394120.32
332.21,3,3,10.57,107.6,1,2,7,378900.25
97.2,1,1,25.9,53.8,0,4,6,101620.61
167.25,2,2,4.88,78.8,0,1,14,179535.52
363.72,1,1,37.94,89.4,1,4,1,390456.63
328.48,3,3,9.15,54.5,1,2,3,401962.09
394.4,2,1,39.99,10.0,0,1,11,357710.08
309.07,5,4,19.93,92.6,1,1,4,411164.6
175.48,4,3,30.9,5.7,1,2,10,254525.2
248.54,5,4,0.29,86.1,1,1,11,374975.01
274.58,7,4,35.57,109.3,0,2,7,353124.38
59.03,5,4,10.95,41.6,1,1,3,202491.09
231.46,4,4,26.78,12.2,1,2,4,341145.39
292.45,7,4,32.29,27.9,1,1,14,477406.35
91.91,4,4,6.73,67.5,1,2,11,248903.57
318.83,6,4,17.81,113.1,1,3,7,448380.18
246.0,4,4,19.85,61.5,1,3,4,349782.18
382.32,2,1,12.62,13.5,0,1,9,390559.35
45.7,1,1,19.37,75.3,1,1,12,84485.89
128.17,6,4,12.84,87.9,1,4,6,261023.81
252.57,6,4,14.56,47.2,1,5,2,397649.21
139.73,1,1,26.84,86.6,0,0,11,124870.24
294.34,6,4,25.38,39.0,1,0,1,422819.96
310.83,4,3,9.44,94.7,1,2,8,405554.75
67.93,5,4,35.92,40.9,0,0,11,181786.95
220.13,3,3,34.54,30.7,1,1,3,318690.34
218.29,4,3,20.46,105.5,0,2,7,294823.31
166.63,7,4,17.44,65.8,1,4,14,372465.81
375.18,7,4,15.2,34.2,1,4,4,549690.01
336.18,5,4,28.35,112.2,1,1,3,431371.81
287.97,5,4,26.93,82.9,1,0,14,384903.68
294.3,6,4,8.01,26.5,0,1,9,437465.92
200.83,2,1,26.92,73.8,1,0,6,225817.19
370.77,2,1,10.25,104.4,1,2,6,411273.19
287.0,6,4,0.94,83.5,0,3,6,422386.43
299.72,6,4,28.03,29.4,0,2,13,342310.89
348.83,1,1,25.86,77.9,1,4,14,323422.0
131.41,1,1,16.55,74.3,1,0,3,185042.42
328.62,3,2,21.12,98.5,1,4,6,398978.15
102.24,3,3,37.9,21.4,0,1,4,92653.8
157.78,3,3,23.89,84.0,0,1,2,143721.74
154.18,3,2,26.38,3.3,1,2,3,274648.11
392.05,5,4,2.74,83.5,1,3,14,527101.8
346.92,5,4,6.81,115.3,1,3,14,494235.13
289.43,1,1,12.18,20.9,1,0,4,297337.21
299.01,2,1,21.67,37.4,0,2,11,296607.08
237.97,6,4,31.11,69.9,1,3,13,410362.99
380.42,7,4,12.99,87.9,1,1,13,525916.18
213.62,2,2,14.38,41.3,1,1,1,278774.41
170.79,4,3,10.39,79.7,1,2,13,269015.61
90.32,5,4,10.33,107.9,1,0,7,174842.6
320.9,3,3,37.96,87.2,0,1,12,372783.09
301.74,3,3,25.49,85.3,0,1,5,291367.81
172.21,4,4,6.4,45.8,1,2,12,313196.35
39.32,2,2,28.95,109.4,0,3,11,71610.99
340.43,3,3,28.94,33.3,0,5,9,401381.39
34.22,2,1,26.73,24.6,1,4,14,83394.94
290.37,6,4,5.56,43.7,1,1,6,472598.05
389.0,4,4,16.44,78.0,1,0,14,459751.81
191.93,7,4,4.45,103.4,1,3,8,354290.06
116.94,2,1,32.7,15.8,0,0,9,136137.27
290.8,6,4,26.28,97.7,1,3,6,406850.17
332.34,2,2,20.39,97.5,0,0,13,346692.32
232.18,2,1,13.85,70.4,0,2,7,270314.61
387.8,3,3,7.53,91.3,1,3,6,460836.61
49.12,1,1,4.44,21.8,0,2,6,103741.54
216.77,5,4,38.78,20.4,1,3,2,355295.59
295.83,2,2,8.15,103.5,1,2,5,356519.92
349.18,2,2,2.58,59.8,0,0,6,414990.66
96.32,2,2,38.47,29.5,1,1,10,189616.44
326.0,1,1,22.05,82.6,1,2,5,330396.75
234.5,6,4,31.91,107.0,0,1,4,319634.38
176.72,7,4,1.94,75.9,0,0,12,329792.79
78.73,7,4,22.76,41.7,1,0,6,239697.48
350.16,4,4,16.05,58.0,1,0,6,454557.27
88.19,3,2,30.92,90.3,1,3,8,128358.87
144.62,1,1,1.73,8.1,0,3,8,175063.36
137.32,6,4,16.19,26.1,1,4,10,300122.65
352.42,2,2,32.0,55.5,0,2,1,342257.57
278.9,6,4,21.0,72.5,0,3,2,348654.51
324.77,1,1,22.09,40.7,0,0,11,345477.29
122.67,1,1,4.07,35.8,0,2,1,115368.63
261.2,1,1,5.47,5.0,0,3,10,324213.52
241.55,4,3,27.14,3.9,1,0,7,364767.53
338.15,5,4,27.07,33.4,1,3,8,462562.53
365.25,3,2,39.17,63.7,0,5,3,404830.5
34.5,4,4,28.54,66.8,0,4,3,153681.55
279.39,4,3,19.83,59.3,0,2,7,336584.57
49.18,5,4,34.32,49.2,1,3,8,172415.12
233.08,4,4,4.36,30.3,0,0,14,320383.97
