age,income,gender,education_level,marital_status,purchases_last_month,website_visits,account_age_months,satisfaction_score,churn
64.0,41561.00945869878,Female,High School,Divorced,6.0,12.0,23,,0
31.0,50648.857803586325,Male,,Divorced,5.0,10.0,65,4.58,0
37.0,59697.3986127806,Female,Bachelor,Divorced,8.0,9.0,45,,0
39.0,,Female,PhD,,,6.0,74,2.42,0
28.0,54877.188119291466,Male,Master,Divorced,5.0,9.0,163,4.7,0
44.0,12701.951492187698,,PhD,Divorced,5.0,9.0,102,3.19,0
20.0,74230.31980537478,Female,PhD,,,9.0,176,2.89,0
34.0,84543.03348245585,Female,High School,Married,,6.0,28,,0
61.0,69087.2741499732,Male,PhD,Divorced,6.0,,129,3.18,0
45.0,105285.1625587556,Female,,Married,1.0,10.0,72,2.82,0
46.0,,Male,High School,Divorced,6.0,5.0,41,1.06,0
38.0,,Female,Bachelor,Divorced,8.0,13.0,23,1.05,0
64.0,423836.2832510111,Female,Master,Divorced,10.0,9.0,212,3.51,0
33.0,4979.732868287305,Female,Master,Married,4.0,11.0,160,,0
54.0,68473.46397499126,Female,Master,Divorced,3.0,8.0,87,3.95,0
37.0,32341.300993664376,,High School,Single,4.0,,7,3.49,0
23.0,36381.930968583896,Female,Master,Divorced,3.0,,203,2.83,0
36.0,,,High School,Married,2.0,12.0,183,3.84,0
22.0,53745.68399965247,Female,,Married,4.0,15.0,72,,1
20.0,,Male,,,4.0,,43,1.99,0
18.0,68679.79650013408,Female,High School,Single,5.0,7.0,142,3.23,0
55.0,59748.37234364805,,Master,Single,,8.0,14,4.37,0
,74453.66882411922,Male,Master,Married,5.0,,100,1.07,0
51.0,75669.72643184205,Male,Bachelor,Divorced,6.0,11.0,169,1.81,0
52.0,,Male,PhD,Divorced,0.0,5.0,232,,1
66.0,25509.904278504284,,Master,Single,3.0,10.0,111,3.21,0
42.0,45213.34421286552,Female,Bachelor,Single,,12.0,91,,0
41.0,60526.556678852976,Male,Master,Divorced,2.0,14.0,84,2.63,0
29.0,74669.0576628217,Male,Master,Single,,3.0,102,3.08,0
35.0,33428.406845520265,Male,Master,Divorced,2.0,5.0,217,2.69,0
32.0,59773.096204494395,Female,Master,Divorced,6.0,9.0,221,3.8,0
61.0,28687.510872210958,,PhD,Divorced,6.0,13.0,14,4.09,0
33.0,80518.35971438556,Female,PhD,Divorced,,9.0,28,2.84,0
44.0,64846.94556729449,Female,Master,,4.0,11.0,30,2.7,1
,33077.27928088115,Male,Master,Divorced,4.0,,79,3.82,0
63.0,32945.429243914135,Female,Bachelor,Single,2.0,8.0,54,3.22,0
42.0,67748.6374316852,Male,Bachelor,Single,4.0,13.0,187,4.48,1
34.0,,Female,High School,Single,4.0,14.0,213,2.92,0
46.0,38064.283251013054,Male,PhD,Single,,6.0,140,3.3,0
,75732.08217232153,Male,Master,Married,1.0,9.0,114,1.52,0
32.0,,Male,PhD,,6.0,18.0,120,4.34,0
,76463.88205385773,Male,,Divorced,0.0,12.0,75,2.69,0
,73663.81820730625,Male,PhD,Single,6.0,9.0,167,3.88,0
67.0,63105.99682964879,Female,PhD,Single,3.0,11.0,70,2.72,1
69.0,23312.17387438834,Male,Master,Single,4.0,7.0,67,1.0,0
24.0,73623.71300248227,Male,,Divorced,4.0,12.0,233,2.6,0
20.0,70040.3854199373,Male,,Married,1.0,13.0,15,1.59,0
46.0,,Male,Master,Married,7.0,8.0,226,2.59,0
61.0,63913.481264619564,Female,Bachelor,Married,1.0,4.0,132,2.29,0
41.0,42424.26223335784,Female,Bachelor,Married,6.0,15.0,98,1.81,0
20.0,,Male,High School,Single,,9.0,102,1.5,0
37.0,,Male,High School,Divorced,4.0,10.0,172,3.91,0
63.0,38491.54446310669,Male,High School,Single,5.0,,167,4.02,0
32.0,86285.90021035503,Male,PhD,Married,10.0,12.0,105,2.06,0
42.0,62633.38869270775,Female,High School,Single,1.0,12.0,198,,0
47.0,,Female,Master,Married,,9.0,86,2.86,0
31.0,56472.893271626344,Male,Master,Divorced,3.0,15.0,37,,0
24.0,58440.13206829888,Male,High School,Married,4.0,10.0,186,2.11,0
34.0,,,PhD,Single,,13.0,160,1.74,0
,80661.49969197031,,Bachelor,Divorced,4.0,7.0,123,4.49,0
37.0,80236.94167278829,Male,PhD,Married,3.0,14.0,156,4.33,0
53.0,63691.287050907566,Female,PhD,Married,5.0,,218,2.67,0
26.0,77783.43447068793,Female,Bachelor,Divorced,4.0,11.0,132,3.88,0
55.0,43313.73851918856,Male,,,4.0,11.0,10,2.99,0
65.0,71668.85956996134,Female,Bachelor,Divorced,4.0,9.0,27,1.34,0
39.0,,,Master,Single,,10.0,84,4.29,0
19.0,18803.900251833555,,Bachelor,Married,6.0,,164,1.88,0
41.0,28277.96682356073,Male,,Married,,,5,3.83,0
25.0,46740.4243982156,Female,PhD,Divorced,6.0,13.0,209,,0
28.0,68303.0796869742,Female,PhD,Married,,16.0,178,3.76,0
,46758.404233320616,,High School,Divorced,,11.0,160,2.88,0
34.0,48177.66525230582,Female,PhD,Married,5.0,,99,3.81,0
25.0,75265.21843749683,Male,,Married,,,151,1.13,1
38.0,48899.75761100626,Female,,Single,2.0,,205,1.16,0
35.0,86616.14484068821,,PhD,Divorced,5.0,,189,4.59,0
47.0,83302.47479640269,Male,PhD,Divorced,9.0,9.0,129,4.0,0
35.0,60437.62641142637,Female,Bachelor,Married,4.0,4.0,31,4.31,0
63.0,,Female,PhD,Single,,18.0,19,2.83,0
64.0,,Male,PhD,Single,1.0,10.0,215,2.84,0
48.0,55086.69448081193,Male,Bachelor,Divorced,5.0,7.0,54,3.14,0
55.0,77232.69325944292,Female,PhD,,3.0,,128,1.97,0
49.0,80178.04110781054,Female,Master,,,10.0,162,3.93,0
28.0,40951.295384191995,,,Divorced,5.0,12.0,132,4.32,0
62.0,63070.97276641482,Female,PhD,Married,5.0,13.0,176,4.63,0
42.0,62850.07645152331,Male,,Single,8.0,11.0,48,3.07,0
50.0,,Male,PhD,Divorced,2.0,12.0,49,2.66,0
55.0,51122.83299101327,Male,High School,Single,,13.0,188,4.32,0
58.0,48044.79334447143,Female,Bachelor,Single,7.0,7.0,117,4.01,0
25.0,63379.99320622307,Female,High School,Married,4.0,11.0,172,4.47,0
28.0,83627.18446507146,Male,,Single,3.0,8.0,162,3.62,0
39.0,180062.28845900664,Male,High School,Married,10.0,,222,4.53,0
68.0,39503.876933257445,Male,,Married,2.0,3.0,56,1.36,0
,49589.90184058823,Male,Bachelor,Single,6.0,8.0,74,3.72,0
58.0,53148.45855836895,,PhD,Single,,14.0,6,1.36,0
34.0,,Male,High School,,7.0,8.0,76,4.0,0
29.0,,Female,High School,Married,,9.0,204,,0
63.0,286969.3408650888,Male,Bachelor,Single,10.0,17.0,113,1.06,0
49.0,,Male,Master,,1.0,13.0,126,3.4,0
32.0,92452.75076070834,Male,,Married,4.0,13.0,210,1.59,0
,74355.86990247625,Male,Master,Divorced,2.0,7.0,36,1.57,0
39.0,49291.56245333303,Male,Master,Divorced,3.0,4.0,163,1.6,0
45.0,63292.15690616311,,Bachelor,Divorced,6.0,10.0,25,2.94,0
37.0,59165.25735247043,Male,Bachelor,Divorced,5.0,7.0,177,1.46,0
,88967.01713858554,Female,PhD,,2.0,,55,1.5,0
27.0,56651.51596632814,Male,Master,Married,8.0,6.0,169,2.02,0
57.0,31158.8091628358,Female,High School,Married,5.0,,57,1.0,0
,,Female,Master,Divorced,5.0,10.0,150,2.1,0
67.0,89503.22694813376,Female,Bachelor,,5.0,12.0,222,3.47,0
50.0,44227.70604474739,Male,High School,Divorced,0.0,14.0,172,3.41,0
19.0,,Male,High School,Single,7.0,9.0,157,4.88,1
50.0,61435.268614301036,Male,Bachelor,Married,,11.0,71,1.48,0
,51666.90424243485,Male,High School,Single,4.0,9.0,48,4.46,0
58.0,54803.05165993749,Male,Master,Married,2.0,9.0,104,2.56,0
30.0,91667.55763059066,Male,Bachelor,Single,6.0,6.0,3,2.55,0
,31038.731427137503,Male,PhD,Married,,11.0,85,2.4,0
,,Male,Bachelor,Married,,15.0,173,,1
30.0,78131.31521367402,Male,PhD,Divorced,6.0,8.0,20,2.91,0
,,Male,PhD,Married,5.0,,73,,0
,,Female,Bachelor,Divorced,,10.0,233,4.5,0
39.0,77844.99431507252,Male,Bachelor,Divorced,9.0,11.0,164,4.85,0
,,Male,PhD,,4.0,10.0,60,4.14,0
,49936.86191451465,Male,PhD,Single,,5.0,78,3.49,0
55.0,,Female,High School,Single,4.0,10.0,18,2.99,0
56.0,74140.91788268142,Male,Bachelor,Married,3.0,,97,4.5,1
43.0,114972.89868967774,Male,Bachelor,Divorced,,15.0,66,3.96,0
63.0,,Female,High School,Divorced,4.0,11.0,229,1.65,0
67.0,23479.091785361983,Male,Bachelor,Married,6.0,,31,3.73,0
32.0,69150.32980253495,Female,High School,Divorced,8.0,14.0,214,2.72,0
51.0,77205.25942802391,Female,High School,Married,2.0,6.0,238,3.38,0
59.0,41642.95136208126,,Bachelor,Divorced,4.0,13.0,9,4.59,0
61.0,47089.76147821208,Female,Master,Single,1.0,9.0,148,3.61,0
66.0,45052.43542507416,Male,PhD,Married,3.0,8.0,148,4.75,0
,49372.72266272622,Female,Bachelor,Married,5.0,9.0,47,4.47,1
28.0,56556.73771443908,Female,Master,Single,7.0,7.0,1,,0
20.0,42781.97783012994,Male,High School,Married,6.0,8.0,222,1.05,0
23.0,35283.2451729555,Male,Master,,1.0,12.0,83,2.54,0
26.0,63487.507713500345,,Bachelor,Divorced,2.0,14.0,100,4.46,0
23.0,56346.75920272599,Female,Bachelor,Single,4.0,9.0,142,1.92,0
26.0,,Male,Master,Single,,9.0,129,3.77,0
56.0,61663.794334430284,Female,Bachelor,Married,,14.0,197,2.9,0
48.0,29596.485888831117,Female,PhD,Divorced,,12.0,10,3.98,0
,65264.0584599352,Male,,Single,,13.0,201,1.66,0
58.0,,Male,High School,Divorced,7.0,,177,1.96,0
67.0,64789.78936225559,Male,,Single,6.0,10.0,142,1.97,0
29.0,,Male,Master,,3.0,7.0,188,3.19,0
25.0,,Male,Master,Single,9.0,,231,2.16,0
25.0,62059.08833977823,Male,Master,Single,,10.0,210,4.25,0
67.0,81334.37660108652,Female,High School,Divorced,,8.0,42,2.39,0
,53561.737177398194,Female,,Single,2.0,,124,3.64,0
37.0,54516.44973271153,Male,High School,Married,4.0,13.0,187,4.79,0
64.0,58181.4365435265,Female,Master,Married,5.0,8.0,25,3.43,0
,,Female,PhD,Single,1.0,8.0,164,1.97,1
,,Female,,Single,3.0,14.0,95,4.32,0
37.0,62701.437597235876,Female,High School,Divorced,,14.0,238,1.05,0
33.0,35445.29316790956,Female,PhD,Divorced,5.0,7.0,35,2.03,0
21.0,72261.18351532651,Female,PhD,Married,,14.0,219,2.55,0
23.0,42771.90730434058,Male,PhD,Divorced,3.0,11.0,214,1.78,0
39.0,41682.0521240056,Male,PhD,Single,3.0,11.0,139,3.42,1
43.0,37230.29820124635,Male,PhD,Married,,11.0,10,3.23,0
20.0,58336.625783959294,Female,Bachelor,,4.0,9.0,8,2.63,0
58.0,84234.48596941376,Male,High School,Married,6.0,7.0,105,2.18,0
59.0,40692.78911239572,Male,Master,Single,5.0,4.0,220,2.74,0
31.0,93571.51906348176,Male,PhD,Divorced,,,151,,0
28.0,78196.20444907145,Female,Bachelor,Single,,11.0,134,1.89,0
,30707.958734987515,Male,Master,Single,3.0,9.0,206,2.41,0
29.0,,Female,Bachelor,Married,5.0,13.0,124,3.41,0
40.0,39194.9946601839,Male,,Married,3.0,5.0,216,3.59,0
,73299.10915471433,Male,,Married,5.0,,64,2.19,0
30.0,,Male,PhD,Divorced,6.0,,201,4.79,0
42.0,27577.610458876406,Female,,Divorced,2.0,4.0,46,2.05,0
62.0,53485.48446525823,Female,,Married,5.0,8.0,104,3.85,0
68.0,83387.88147392517,Female,Master,Divorced,2.0,,38,1.33,0
,280748.3776157447,Female,,Divorced,3.0,204.0,153,3.66,0
63.0,,,High School,Married,3.0,,230,2.84,0
53.0,68744.62195094081,Male,PhD,Single,6.0,11.0,222,3.28,0
62.0,,Male,,Divorced,4.0,8.0,86,,0
25.0,210062.5872845346,Female,,Divorced,4.0,84.0,2,2.73,0
46.0,,Female,Bachelor,,4.0,,217,,0
49.0,48852.90032689224,Male,PhD,Single,3.0,11.0,24,4.07,0
68.0,,Female,PhD,,,7.0,101,1.95,0
61.0,35433.5520983822,Male,Bachelor,,4.0,5.0,67,,0
35.0,,,,Single,2.0,12.0,235,1.02,0
23.0,65810.88518959492,Male,Bachelor,Married,,19.0,90,1.36,0
35.0,,Female,,Single,,16.0,94,1.51,0
36.0,2163.348020995865,Female,PhD,Single,2.0,11.0,93,2.17,0
39.0,98693.62458827635,Male,,Married,5.0,9.0,71,4.04,0
,38513.89227547026,,,Married,1.0,4.0,189,3.04,0
49.0,71217.85445363612,Female,PhD,Single,4.0,8.0,137,4.17,0
58.0,34932.1765755169,,High School,,,4.0,173,4.02,0
20.0,42739.3018583402,Male,Bachelor,,5.0,14.0,222,3.35,0
45.0,27541.33994637524,Female,PhD,,,10.0,16,3.0,0
27.0,45176.1319947384,Male,PhD,Single,5.0,12.0,119,4.73,1
68.0,47114.36365102901,Male,PhD,Married,2.0,10.0,108,3.28,0
52.0,57348.68645310206,Female,,Divorced,1.0,10.0,232,2.93,0
46.0,52548.62315247102,Male,High School,,7.0,11.0,142,4.48,1
32.0,,Male,Bachelor,Divorced,6.0,17.0,154,1.29,0
50.0,49522.00343312147,Female,,Divorced,,,174,3.62,0
24.0,88940.21333549614,Male,Master,Married,,,101,1.45,0
29.0,86567.81090823625,Male,High School,Divorced,10.0,,186,4.28,0
66.0,69113.7405782938,Male,PhD,,,5.0,202,4.17,0
47.0,73261.98493480346,Male,Master,Single,2.0,,30,,0
38.0,101216.45602270693,Female,Master,Divorced,5.0,9.0,214,3.64,0
,71424.95319176995,Male,High School,Married,5.0,9.0,124,4.09,0
,72883.79721075101,Female,,Divorced,5.0,8.0,56,2.93,0
37.0,28708.33947772915,Male,High School,Married,4.0,11.0,94,4.62,0
54.0,,,High School,,,10.0,32,2.75,0
21.0,296730.9682998797,Male,PhD,Single,,,78,4.57,0
45.0,43851.15549851506,Female,High School,Divorced,7.0,5.0,23,3.33,0
61.0,40040.894259536566,Male,PhD,Divorced,2.0,9.0,17,2.7,0
37.0,,Male,Bachelor,Married,5.0,,122,1.02,0
41.0,31528.58715637745,Male,,Married,4.0,13.0,228,2.18,0
67.0,44172.31027835897,Male,Bachelor,Divorced,,19.0,221,4.47,1
66.0,66788.71109621797,Female,Bachelor,Married,1.0,15.0,152,2.71,0
68.0,95926.4785296937,Female,,Married,4.0,8.0,175,2.69,1
,75939.64365427238,Male,High School,,2.0,9.0,139,2.96,0
58.0,72723.10970078871,,,Divorced,3.0,13.0,41,2.15,1
53.0,27529.332312031882,Male,Master,Single,5.0,13.0,15,2.97,0
51.0,,Male,,Single,,10.0,214,2.5,1
53.0,58660.80193405721,Female,Bachelor,Married,3.0,11.0,91,4.64,0
19.0,,Female,Master,Divorced,4.0,11.0,52,3.26,0
32.0,52786.250610450814,Female,High School,Married,,6.0,162,4.34,0
51.0,93241.53482029337,Male,Master,Single,4.0,7.0,60,3.75,0
53.0,61055.51032595645,Male,Bachelor,Married,4.0,,57,1.85,0
,63004.46709873745,Female,Master,Single,3.0,10.0,33,4.47,0
56.0,20751.19550306299,Male,Master,Divorced,,9.0,149,1.35,0
59.0,57866.48636111358,Female,,Married,1.0,15.0,152,2.79,0
68.0,82985.1870006127,Female,Master,Divorced,4.0,12.0,20,1.96,1
68.0,,Female,High School,Married,,9.0,113,3.15,0
29.0,16888.181205137837,Female,Master,Married,1.0,10.0,68,2.2,0
20.0,,Female,,Married,8.0,10.0,101,3.89,0
62.0,,,High School,Married,6.0,12.0,101,4.75,0
35.0,56987.18559436951,Male,Master,Married,,9.0,188,3.84,0
57.0,66448.31965422255,Male,PhD,Divorced,5.0,12.0,174,2.42,0
38.0,92380.18574574603,Female,PhD,,3.0,9.0,33,3.4,0
32.0,56907.71716906188,Female,,Single,,11.0,31,4.55,0
50.0,75820.59719915806,Female,Master,Married,4.0,12.0,162,2.08,0
52.0,,,Bachelor,Single,5.0,10.0,22,1.47,0
43.0,72502.97727020785,Female,PhD,,3.0,12.0,106,1.52,0
,67584.3131366694,Female,,Single,4.0,9.0,30,,0
53.0,49047.40242970427,Female,,Divorced,4.0,12.0,5,3.93,0
65.0,51044.04897154661,Male,Bachelor,Married,3.0,8.0,169,3.63,0
47.0,,,Bachelor,Single,6.0,10.0,173,2.82,0
40.0,27205.817622594222,Male,,,6.0,9.0,215,3.92,0
59.0,84890.59821353285,Male,Bachelor,Single,2.0,7.0,61,3.54,1
61.0,60201.659337624194,Female,Bachelor,Single,7.0,,117,3.51,0
31.0,,Male,High School,Married,2.0,14.0,13,1.81,0
31.0,,Male,High School,Divorced,,9.0,137,2.25,0
,61068.349618190885,Male,,Divorced,,16.0,206,2.38,0
54.0,33730.217366187506,Female,Bachelor,Married,2.0,5.0,209,4.23,0
22.0,,Male,PhD,,4.0,,163,4.1,0
55.0,46577.12786473757,Female,High School,Single,3.0,5.0,18,2.01,0
62.0,20396.990818900253,Female,Master,Married,5.0,,127,1.22,0
58.0,49965.421901422436,Female,,Divorced,5.0,8.0,140,4.07,0
64.0,58569.25575870974,Male,Master,Married,,11.0,119,2.64,0
31.0,47133.512084706905,Female,PhD,Married,,3.0,169,1.88,0
56.0,44569.09826097026,Male,Bachelor,Divorced,2.0,19.0,144,1.47,0
,34449.28355734091,Male,PhD,Divorced,7.0,16.0,222,1.05,0
,63918.442967085546,Male,Bachelor,Married,2.0,,13,2.71,0
19.0,97385.38566432483,,High School,Married,4.0,15.0,124,2.36,0
56.0,,Female,Bachelor,Divorced,5.0,5.0,146,3.79,0
23.0,,Female,Master,Married,,9.0,76,4.91,0
34.0,73508.18237862083,Male,Master,Divorced,,6.0,118,1.83,0
42.0,57347.1371148175,Female,PhD,Married,8.0,,98,1.97,0
45.0,23909.73641425919,,High School,Married,3.0,6.0,179,2.35,0
19.0,52611.366210786015,Female,Master,Married,5.0,7.0,33,2.86,0
52.0,,Male,,Divorced,3.0,11.0,198,3.79,1
54.0,63093.93498690647,,High School,Single,,8.0,82,2.41,0
22.0,84664.2940787751,Male,High School,Divorced,8.0,15.0,67,1.42,0
18.0,99468.1918049692,Female,PhD,Married,2.0,11.0,54,3.92,0
57.0,61292.42062361064,Male,Master,Single,,7.0,6,4.18,0
29.0,26656.873256452884,Male,Master,Single,,14.0,36,1.99,1
53.0,61253.52100323956,Male,PhD,Married,6.0,16.0,55,1.55,0
62.0,61797.123258267646,Female,Master,Divorced,4.0,12.0,127,3.11,0
40.0,73576.87741052397,Male,PhD,Single,,15.0,178,1.83,0
64.0,59616.088991983386,Female,,Single,2.0,9.0,214,2.5,0
48.0,61330.36547921359,Male,Master,Divorced,2.0,7.0,71,4.11,0
28.0,47358.78484225882,Female,PhD,Divorced,8.0,15.0,94,1.88,0
,53761.96033782243,Male,PhD,Single,5.0,10.0,194,4.23,0
,70264.64853630366,,Master,Divorced,5.0,13.0,224,3.7,0
31.0,19830.325677129993,Male,PhD,Single,2.0,,143,1.88,0
33.0,53654.2286867235,Male,Master,Married,4.0,7.0,22,3.11,0
27.0,73757.9993599182,Male,,Divorced,4.0,9.0,49,3.46,0
46.0,92814.57882011068,Female,High School,Single,6.0,13.0,166,1.8,0
27.0,,Male,High School,Divorced,8.0,5.0,136,1.58,0
29.0,83707.39561647575,Male,Master,Divorced,4.0,12.0,136,3.12,0
47.0,93800.47690835886,Male,High School,,6.0,8.0,231,3.78,0
58.0,52292.35197874644,Male,Master,Married,3.0,12.0,100,2.86,0
,48835.829343363606,Female,PhD,,7.0,12.0,212,1.28,0
22.0,56358.51059816147,Male,Bachelor,,2.0,17.0,37,4.7,0
,58360.964298738094,Male,,Single,,5.0,200,3.78,0
25.0,81816.45335711038,Female,High School,Divorced,5.0,8.0,78,3.48,1
60.0,44525.49640980808,Female,PhD,,,,212,3.57,0
29.0,,Female,Bachelor,,6.0,9.0,121,2.59,0
18.0,43984.848945475635,Male,,Married,7.0,11.0,227,4.94,0
37.0,34711.50160764873,Female,Bachelor,Married,4.0,,153,1.53,0
,70475.54423117358,Female,PhD,,,3.0,210,3.96,0
60.0,84611.20857738412,Female,High School,Single,,16.0,182,,0
54.0,63573.109620258256,Male,High School,Married,8.0,13.0,239,4.52,0
64.0,,Male,Bachelor,Single,6.0,14.0,21,,0
54.0,99085.94476050623,Male,PhD,,4.0,10.0,101,3.25,0
29.0,84893.05563070602,Female,PhD,Divorced,,9.0,127,4.75,0
,,Male,PhD,Divorced,2.0,8.0,239,4.65,0
66.0,51377.06233636125,Female,Bachelor,Married,,5.0,187,1.21,1
66.0,81901.17732962771,Female,PhD,Married,3.0,14.0,159,1.77,0
61.0,,Female,Bachelor,,2.0,14.0,6,3.7,0
45.0,68371.53365320165,Male,Bachelor,,2.0,12.0,170,4.69,0
64.0,,Female,Bachelor,Divorced,1.0,9.0,119,2.72,0
32.0,58472.207274663335,Female,Master,,2.0,,180,1.15,0
23.0,57049.60870763888,Male,Bachelor,,3.0,,175,3.57,0
61.0,53792.6243283741,,PhD,Single,4.0,,212,1.78,0
37.0,47977.03726808035,Female,Master,Single,4.0,,156,3.21,0
67.0,65303.97271896603,Female,High School,Married,,4.0,233,2.54,0
31.0,47073.69408461312,Male,High School,Married,3.0,,164,3.23,0
,63547.58341828935,Female,PhD,Divorced,6.0,8.0,128,4.73,0
26.0,18002.535355619068,Male,PhD,,,1.0,40,2.94,0
,48002.516627983685,Male,PhD,Single,4.0,10.0,218,1.14,0
,81966.58401388096,Female,PhD,Married,4.0,9.0,141,3.32,0
43.0,41991.415490710206,,Master,Single,4.0,11.0,177,2.3,0
46.0,,Female,PhD,Married,6.0,13.0,132,4.11,0
18.0,43654.32499933846,Female,Bachelor,,10.0,,98,2.88,0
52.0,75515.7131358644,,,Divorced,3.0,5.0,122,3.97,0
23.0,54057.82105602918,Male,PhD,,9.0,,101,4.64,0
54.0,53267.067912694285,Female,,Divorced,0.0,13.0,64,2.45,0
22.0,61087.029570940336,Male,PhD,Divorced,3.0,,98,4.96,0
50.0,,Female,Bachelor,Single,3.0,8.0,80,1.6,0
66.0,79441.81637512922,Female,Master,Single,,11.0,23,3.58,0
,86068.66883031474,,High School,Single,2.0,11.0,186,1.14,0
31.0,52799.370060100846,Female,High School,Single,1.0,8.0,87,1.85,0
29.0,70484.08341803093,Male,Master,Single,5.0,,143,3.54,0
59.0,,Male,Bachelor,Married,1.0,8.0,89,1.18,1
37.0,58174.84895336743,Female,,Married,3.0,7.0,93,,0
67.0,37835.0569456427,Female,Bachelor,Single,5.0,5.0,100,2.16,0
41.0,91881.6426390369,Male,High School,Divorced,2.0,7.0,127,3.3,0
60.0,52149.56590142402,Male,Master,Divorced,3.0,15.0,79,,0
51.0,47817.304615723806,,,Married,4.0,15.0,101,2.93,0
42.0,92775.83862667851,Female,Bachelor,Married,5.0,6.0,99,3.5,0
,72201.17535112407,Male,Bachelor,Married,5.0,9.0,174,2.61,1
,65148.601521160264,Female,Master,Divorced,2.0,5.0,39,1.27,0
56.0,40584.78673194899,,High School,Married,7.0,9.0,47,3.44,0
48.0,76056.08116426441,Male,PhD,Divorced,,,37,3.42,0
64.0,117930.3721103949,Female,,Married,5.0,14.0,169,3.02,0
60.0,,Male,Bachelor,Divorced,6.0,10.0,92,3.77,0
67.0,349608.8496292565,Female,Master,Married,50.0,15.0,173,1.83,0
40.0,74421.85592972192,Female,Master,Married,4.0,12.0,30,3.71,0
61.0,,Female,Master,Divorced,2.0,10.0,199,1.65,0
55.0,53246.98540813703,Female,High School,Married,,8.0,68,2.57,0
37.0,52991.090315275665,,Bachelor,Single,,,7,1.27,0
40.0,,Female,Bachelor,Divorced,8.0,11.0,97,4.28,0
62.0,52951.10268447964,Male,Bachelor,Married,4.0,13.0,47,3.15,1
69.0,52857.856155021625,Male,High School,Divorced,5.0,8.0,47,4.88,1
33.0,55106.30982331737,Female,,Married,5.0,,210,4.77,0
67.0,54546.439368398,Male,PhD,,4.0,,79,4.99,0
59.0,64860.23714019402,Female,,,,11.0,126,1.41,1
25.0,,Male,Bachelor,,2.0,5.0,99,3.43,0
67.0,63347.24907023406,Male,Bachelor,Single,3.0,8.0,101,2.63,0
38.0,90445.95126688965,Female,High School,Divorced,5.0,,188,3.13,0
18.0,61534.68477433023,Male,PhD,Married,,13.0,133,2.24,0
,104217.81985601562,Female,PhD,,,19.0,176,,0
46.0,67053.79079645223,Male,Master,Single,2.0,,87,3.83,0
49.0,51054.80818234325,Female,,Divorced,1.0,12.0,202,4.86,1
55.0,86991.66478093999,,PhD,Divorced,4.0,13.0,217,3.13,0
22.0,58409.45464583603,Female,Bachelor,Single,7.0,8.0,150,2.32,0
64.0,12126.316965317426,Male,Bachelor,Single,5.0,16.0,95,4.75,0
,,Female,,Married,5.0,15.0,151,2.46,0
64.0,55016.48324112085,Male,High School,,7.0,12.0,92,4.66,0
51.0,92130.94772576669,Female,Bachelor,Single,2.0,6.0,173,4.42,0
18.0,42048.66629999266,Male,,Single,5.0,14.0,207,3.11,0
43.0,53346.90363843455,,,Divorced,,9.0,232,3.71,0
60.0,85352.78752120917,Male,Bachelor,Single,,11.0,52,3.8,0
27.0,,,Bachelor,,3.0,9.0,199,3.56,0
47.0,56570.86350053732,Female,Master,Married,5.0,8.0,174,,0
67.0,44870.286670539324,Female,PhD,Married,3.0,10.0,38,3.77,0
,67034.91453750062,Female,Bachelor,Single,3.0,11.0,168,1.01,0
34.0,,,,Divorced,1.0,10.0,143,3.84,0
43.0,44643.41469585605,,PhD,Single,7.0,11.0,113,3.22,0
25.0,228415.34586721347,Male,Master,Single,20.0,11.0,197,2.04,0
64.0,43710.55771109836,Female,PhD,Married,5.0,8.0,140,4.22,1
,,Female,High School,Single,9.0,5.0,77,2.62,0
66.0,393403.3759972336,Female,Master,Divorced,,9.0,67,2.94,0
29.0,75987.86717240876,Female,High School,Married,6.0,14.0,185,1.11,0
44.0,78713.48912771586,Female,PhD,Divorced,6.0,10.0,121,2.61,0
25.0,,Male,Master,,,8.0,19,,0
42.0,55147.42424399687,,High School,Divorced,3.0,,90,2.1,0
63.0,55512.35780217327,Male,PhD,Single,7.0,11.0,30,2.01,0
21.0,,Female,High School,Single,,,92,1.18,0
50.0,23597.043560083424,Female,,Single,4.0,5.0,207,2.84,1
18.0,,Female,PhD,Single,2.0,18.0,18,3.09,0
36.0,,Female,Master,Married,3.0,13.0,63,3.28,0
48.0,87197.75093176815,Female,Master,Single,3.0,11.0,7,2.85,0
33.0,50450.84953105763,Female,Bachelor,Married,,11.0,188,4.48,0
31.0,27280.223291204515,Female,High School,Divorced,5.0,8.0,206,1.15,0
,64468.47284493579,Male,High School,Married,0.0,,88,3.46,0
22.0,52597.71610212172,,Master,Single,3.0,7.0,116,4.46,1
58.0,48861.423846300764,Female,High School,Married,4.0,9.0,63,1.16,0
43.0,46799.360865483446,Female,PhD,,3.0,13.0,185,2.99,0
45.0,46010.30441678387,Female,PhD,Single,2.0,10.0,88,3.36,0
19.0,74171.2062971329,Male,Master,,9.0,9.0,75,1.76,0
,64475.74733115687,Male,,Married,4.0,,123,2.01,0
23.0,56040.68488738941,Female,,Divorced,4.0,8.0,39,4.14,0
26.0,38035.222463073274,Male,,Divorced,,11.0,171,,0
50.0,56622.13353224158,Male,High School,Divorced,2.0,8.0,232,2.26,0
,65212.557152000525,Male,High School,,5.0,11.0,184,4.06,0
42.0,65973.0889651898,Female,Bachelor,Divorced,5.0,12.0,138,3.99,0
65.0,,Male,Master,Married,2.0,15.0,107,2.38,1
